Comment,Sentiment_Score
great news hope push bit gather traction love last year last year mainli start ground asap,0.9042
fantast news anyon know construct could start next season,0.0
great hear emoji4,0.6249
couldnt do without hazard,0.0
fantast news anyon know construct could start next season,0.0
websit,0.0
jewel london sport crown,0.3612
great news,0.6249
httpwwwdailymailcouksportfootballarticle4285528chelseaplansnew500mstadiumapprovedhtml,0.0
veerrrri excit,0.0
much cashish measli extra 20000 seat go gener you,0.0
well 20000 ar x £50 per ticket £1m per home game,0.2732
well 20000 ar x £50 per ticket £1m per home game,0.2732
keep jones though mate,0.0
well 20000 ar x £50 per ticket £1m per home game,0.2732
actual fact lot hospit sale ££,0.0
inevit sponsor,0.0
fool pay £7 pint game fiver dri hotdog,-0.5106
approv mayor,0.0
great news fit becom england pride come season,0.8402
wish could cram extra 10k anybodi chang tunnel mayb build underground realli wanna see wide tunnel,0.4019
what £40m per season x10 year £400m almost price whole stadium£500m pay 10 year extra revenu 20k seat probabl quicker depend rate price increas seat futur,-0.1027
play 40 home game season,0.34
pocket chang roman,0.0
what £40m per season x10 year £400m almost price whole stadium£500m pay 10 year extra revenu 20k seat probabl quicker depend rate price increas seat futur,-0.1027
let say play 19 prem home game 4 cup game 5 european game that 28 home game,0.34
wildli exagger realli 20 000 extra spectat spend extra £50 everi game say take son mean id spend £100 per game top £100 spend ticket math go cost £5600 28 x £200 quarter averag net incom uk id spent penni transport,0.2023
quit simpl guy arsen match day revenu per season around £100m match day revenu per season around £70m like match arsen revenu match day incom extra £30m per season take away cost look £10m20m per season offset sponsorship deal enter probabl around £10m£15m per season irrelev realli though pay secur futur cement place among top tabl also think ultim gift ra chelsea give son upon complet isnt loan arsen hamper progress number year seek profit,0.8957
money extra booz sale alon pay stand time,-0.1027
money extra booz sale alon pay stand time,-0.1027
imag eckersley o’callaghan site,0.0
big draw stadium guy 3 4 figur per game sit corpor hosptal seat mate ireland 6 year corpor seat suit father cost £2500 year increas amount fat cat lot seat cost 10 time regular seat,0.0
imag eckersley o’callaghan site,0.0
peopl seem hate design quit good keep grow see design least distinct look wont 90 modern stadium reason remind gothic cathedr,-0.2023
imag eckersley o’callaghan site,0.0
peopl seem hate design quit good keep grow see design least distinct look wont 90 modern stadium reason remind gothic cathedr,-0.2023
well design inspir westminst abbey,0.2732
,0.0
abl fill seat want man citi soulless halfempti ground,0.0772
abl fill seat want man citi soulless halfempti ground,0.0772
abl fill seat want man citi soulless halfempti ground,0.0772
english base support fill plu tourist interest come london watch game strong whilst success 6000 ticket sale home game away alloc 3000 region 50000 plu member extra ticket buy also drive away tout easy ticket,0.9337
english base support fill plu tourist interest come london watch game strong whilst success 6000 ticket sale home game away alloc 3000 region 50000 plu member extra ticket buy also drive away tout easy ticket,0.9337
get 40000 peopl watch second string play bristol rover £25 pop midweek game week notic sell ticket wont struggl sell 60000 next,0.34
english base support fill plu tourist interest come london watch game strong whilst success 6000 ticket sale home game away alloc 3000 region 50000 plu member extra ticket buy also drive away tout easy ticket,0.9337
get 40000 peopl watch second string play bristol rover £25 pop midweek game week notic sell ticket wont struggl sell 60000 next,0.34
member total 100k might wrong includ oversea member presum,-0.4767
clever billionair look buy wise come west london,0.7269
sure shahid khan toni fernand agre,0.3182
anyon know exactli fund,0.0
anyon know exactli fund,0.0
hi,0.0
wonder stuff neil solid effort,0.1531
chelsea 3 spur 0 that past present futur footbal ground cathedr love,0.6369
even record music time wonder youll recognis,0.0
love slant,0.6369
minut late cpo board meet point 2 redevelop,0.0
love slant,0.6369
love slant,0.6369
love slant,0.6369
wonder stuff neil solid effort,0.1531
fhkftdwkv8,0.0
,0.0
english base support fill plu tourist interest come london watch game strong whilst success 6000 ticket sale home game away alloc 3000 region 50000 plu member extra ticket buy also drive away tout easy ticket,0.9337
what £40m per season x10 year £400m almost price whole stadium£500m pay 10 year extra revenu 20k seat probabl quicker depend rate price increas seat futur,-0.1027
,0.0
keen show player run around headless chicken,0.3612
interest concept settl herzog de meuron,0.4588
look proper toilet seat rival fan field day make fun dodg bullet,0.6808
bed pannurs,0.0
look lot spur pic thank thank god get proper architect lol,0.836
thank christ that design look hideou,0.3612
speak stamford today celebr 140 year sinc open stamford april 28 1877,0.0
could post link number thread note recent chelsea support trust meet cover number topic includ stadirum sell ticket virtual wait room also post ticket thread,0.765
4 year away worth,0.2263
4 year away worth,0.2263
well that well share wembley spud,0.6597
4 year away worth,0.2263
saw trademark never saw plan battersea,0.0
saw trademark never saw plan battersea,0.0
nice loung piano version liquid,0.4215
ask sourc sure genuin offici render someth quit convinc knock amateur,0.3182
see match httpwwwdailymailcouksportfootballarticle2163169chelseaimagesbatterseapowerstationstadiumhtml,0.0
accord london even standard look sell name right say stamford remain name,0.0
that disappoint hope itll bit newcastl everyon still call real name somewhat render sponsorship complet wast money,0.0516
mind compromis solut includ bridg name potenti sponsorship irk cours econom realiti day infinit prefer leav ground entir,0.0
chelsea fan still call even someth microsoft pepsi air max stamford,0.3182
much chelsea sell name right,0.0
,0.0
much chelsea sell name right,0.0
cant imagin £5m per season,0.0
state compani want purchas name right must includ name stamford titl,0.0772
sound weird,-0.1779
empir magazin sponsor you,0.0
wouldn´t mind merced stamford version drive,0.0
sell name right know yet,0.0
nando,0.0
stamford burger king bowl,0.0
theyd let shtti littl 1man web develop compani sponsor,0.0
stamford acorn,0.0
theyd let shtti littl 1man web develop compani sponsor,0.0
moment becom household name peopl call tbe anymor duck heard first,0.0
wouldn´t mind merced stamford version drive,0.0
sound well skoda hart lane lada hart lane lol,0.5994
httpwwwfootballlondonchelseafcnewschelseafansupdatestamfordbridge13067159,0.0
know unlik everyth possibl tri sweet tall way twickenham there still even 01 chanc,0.4588
know unlik everyth possibl tri sweet tall way twickenham there still even 01 chanc,0.4588
problem twickenham fan far away pitch bad olymp great either,0.0516
cant imagin £5m per season,0.0
,0.0
heard yesterday go least 3 season work start know accur though,0.0
good news tonight judg thrown object rebuild leav you free begin work requir,0.7351
good news tonight judg thrown object rebuild leav you free begin work requir,0.7351
httpscornerstonebarristerscomnewslasthurdlenewchelseastadiumstamfordbridgereject,0.0
httpscornerstonebarristerscomnewslasthurdlenewchelseastadiumstamfordbridgereject,0.0
damn youuuuuuuuuuu,-0.4019
bit buse today good news,0.4404
matt hugh time report explor option borrow £500m fund build rather reli abramovich foot bill,0.0
long arsen never spend money tri finish 4th,0.0
heard wont chang name either mean wont money howev rather you stay call stamford slave extra money,0.0
heard wont chang name either mean wont money howev rather you stay call stamford slave extra money,0.0
come sunday 13 august agm chelsea support trust agenda im plan go along report back could post number thread choose redevelop ground temporari futur cpo due discus,0.743
ive heard wait see wembley work spur final decis make you play,0.34
ive heard wait see wembley work spur final decis make you play,0.34
ive heard wait see wembley work spur final decis make you play,0.34
